table_schema,table_name,column_name,data_type,is_nullable,column_default
public,auth_tokens,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,auth_tokens,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,auth_users,id,uuid,YES,null
public,auth_users,email,character varying,YES,null
public,auth_users,created_at,timestamp with time zone,YES,null
public,auth_users,updated_at,timestamp with time zone,YES,null
public,auth_users,last_sign_in_at,timestamp with time zone,YES,null
public,auth_users,email_confirmed_at,timestamp with time zone,YES,null
public,auth_users,phone,text,YES,null
public,auth_users,confirmed_at,timestamp with time zone,YES,null
public,auth_users,email_change,character varying,YES,null
public,auth_users,phone_change,text,YES,null
public,auth_users,aud,character varying,YES,null
public,auth_users,role,character varying,YES,null
public,backup_logs,id,uuid,NO,gen_random_uuid()
public,backup_logs,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,backup_logs,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,booking_window_settings,id,uuid,NO,gen_random_uuid()
public,booking_window_settings,client_booking_window_days,integer,YES,31
public,booking_window_settings,reader_planning_window_days,integer,YES,365
public,booking_window_settings,minimum_notice_hours,integer,YES,2
public,booking_window_settings,vip_booking_window_days,integer,YES,90
public,booking_window_settings,emergency_booking_window_hours,integer,YES,0
public,booking_window_settings,auto_approve_recurring,boolean,YES,false
public,booking_window_settings,require_admin_approval,boolean,YES,true
public,booking_window_settings,updated_at,timestamp with time zone,YES,now()
public,booking_window_settings,updated_by,uuid,YES,null
public,bookings,id,uuid,NO,gen_random_uuid()
public,bookings,user_id,uuid,NO,null
public,bookings,reader_id,uuid,YES,null
public,bookings,service_id,uuid,NO,null
public,bookings,scheduled_at,timestamp with time zone,YES,null
public,bookings,status,text,YES,'pending'::text
public,bookings,is_emergency,boolean,YES,false
public,bookings,notes,text,YES,null
public,bookings,session_url,text,YES,null
public,bookings,recording_url,text,YES,null
public,bookings,created_at,timestamp with time zone,YES,now()
public,bookings,updated_at,timestamp with time zone,YES,now()
public,bookings,booking_id,uuid,YES,uuid_generate_v4()
public,bookings,deleted_at,timestamp with time zone,YES,null
public,bookings,deleted_by,uuid,YES,null
public,bookings,tenant_id,uuid,YES,null
public,bookings,is_vip_booking,boolean,YES,false
public,bookings,booking_type,character varying,YES,'regular'::character varying
public,bookings,timezone,character varying,YES,'Asia/Damascus'::character varying
public,bookings,client_notes,text,YES,null
public,bookings,reader_notes,text,YES,null
public,bookings,client_id,uuid,YES,null
public,bulk_operations_log,id,uuid,NO,gen_random_uuid()
public,bulk_operations_log,admin_id,uuid,YES,null
public,bulk_operations_log,operation_type,character varying,NO,null
public,bulk_operations_log,entity_type,character varying,NO,null
public,bulk_operations_log,total_items,integer,NO,null
public,bulk_operations_log,processed_items,integer,YES,0
public,bulk_operations_log,failed_items,integer,YES,0
public,bulk_operations_log,status,character varying,YES,'pending'::character varying
public,bulk_operations_log,file_path,text,YES,null
public,bulk_operations_log,error_log,jsonb,YES,null
public,bulk_operations_log,metadata,jsonb,YES,null
public,bulk_operations_log,tenant_id,uuid,YES,null
public,bulk_operations_log,started_at,timestamp without time zone,YES,now()
public,bulk_operations_log,completed_at,timestamp without time zone,YES,null
public,business_analytics,id,uuid,NO,gen_random_uuid()
public,business_analytics,metric_name,character varying,NO,null
public,business_analytics,metric_value,numeric,NO,null
public,business_analytics,metric_date,date,NO,CURRENT_DATE
public,business_analytics,metric_category,character varying,YES,'general'::character varying
public,business_analytics,created_at,timestamp with time zone,YES,CURRENT_TIMESTAMP
public,call_escalations,id,uuid,NO,gen_random_uuid()
public,call_escalations,call_session_id,uuid,NO,null
public,call_escalations,emergency_call_log_id,uuid,YES,null
public,call_escalations,escalated_from,uuid,NO,null
public,call_escalations,escalated_to,uuid,YES,null
public,call_escalations,escalation_reason,text,NO,null
public,call_escalations,escalation_type,text,YES,'manual'::text
public,call_escalations,auto_escalation,boolean,YES,false
public,call_escalations,escalation_time,timestamp with time zone,YES,now()
public,call_escalations,resolution_time,timestamp with time zone,YES,null
public,call_escalations,status,text,YES,'pending'::text
public,call_escalations,notes,text,YES,null
public,call_escalations,created_at,timestamp with time zone,YES,now()
public,call_escalations,updated_at,timestamp with time zone,YES,now()
public,call_notifications,id,uuid,NO,gen_random_uuid()
public,call_notifications,call_session_id,uuid,YES,null
public,call_notifications,user_id,uuid,YES,null
public,call_notifications,notification_type,character varying,NO,null
public,call_notifications,title,character varying,NO,null
public,call_notifications,message,text,YES,null
public,call_notifications,is_sent,boolean,YES,false
public,call_notifications,sent_at,timestamp with time zone,YES,null
public,call_notifications,is_read,boolean,YES,false
public,call_notifications,read_at,timestamp with time zone,YES,null
public,call_notifications,priority,character varying,YES,'normal'::character varying
public,call_notifications,requires_action,boolean,YES,false
public,call_notifications,send_email,boolean,YES,true
public,call_notifications,send_sms,boolean,YES,false
public,call_notifications,send_push,boolean,YES,true
public,call_notifications,send_in_app,boolean,YES,true
public,call_notifications,metadata,jsonb,YES,'{}'::jsonb
public,call_notifications,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,call_notifications,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,call_quality_metrics,id,uuid,NO,gen_random_uuid()
public,call_quality_metrics,call_session_id,uuid,YES,null
public,call_quality_metrics,average_bitrate,integer,YES,null
public,call_quality_metrics,packet_loss_percentage,numeric,YES,null
public,call_quality_metrics,latency_ms,integer,YES,null
public,call_quality_metrics,jitter_ms,integer,YES,null
public,call_quality_metrics,connection_drops,integer,YES,0
public,call_quality_metrics,reconnection_attempts,integer,YES,0
public,call_quality_metrics,total_disconnection_time,integer,YES,0
public,call_quality_metrics,audio_quality_score,numeric,YES,null
public,call_quality_metrics,video_quality_score,numeric,YES,null
public,call_quality_metrics,overall_quality_score,numeric,YES,null
public,call_quality_metrics,user_reported_issues,jsonb,YES,'[]'::jsonb
public,call_quality_metrics,automatic_quality_adjustments,integer,YES,0
public,call_quality_metrics,client_ip,inet,YES,null
public,call_quality_metrics,reader_ip,inet,YES,null
public,call_quality_metrics,client_connection_type,character varying,YES,null
public,call_quality_metrics,reader_connection_type,character varying,YES,null
public,call_quality_metrics,measurement_start,timestamp with time zone,YES,null
public,call_quality_metrics,measurement_end,timestamp with time zone,YES,null
public,call_quality_metrics,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,call_recording_permissions,id,uuid,NO,uuid_generate_v4()
public,call_recording_permissions,call_recording_id,uuid,NO,null
public,call_recording_permissions,client_can_access,boolean,YES,true
public,call_recording_permissions,reader_can_access,boolean,YES,true
public,call_recording_permissions,admin_can_access,boolean,YES,true
public,call_recording_permissions,monitor_can_access,boolean,YES,true
public,call_recording_permissions,client_can_download,boolean,YES,true
public,call_recording_permissions,reader_can_download,boolean,YES,false
public,call_recording_permissions,admin_can_download,boolean,YES,true
public,call_recording_permissions,retention_days,integer,YES,30
public,call_recording_permissions,auto_delete_at,timestamp with time zone,YES,null
public,call_recording_permissions,permanent_retention,boolean,YES,false
public,call_recording_permissions,is_emergency_recording,boolean,YES,false
public,call_recording_permissions,mandatory_retention,boolean,YES,false
public,call_recording_permissions,legal_hold,boolean,YES,false
public,call_recording_permissions,created_at,timestamp with time zone,YES,now()
public,call_recording_permissions,updated_at,timestamp with time zone,YES,now()
public,call_recordings,id,uuid,NO,gen_random_uuid()
public,call_recordings,emergency_call_id,uuid,YES,null
public,call_recordings,webrtc_call_session_id,uuid,YES,null
public,call_recordings,client_id,uuid,YES,null
public,call_recordings,reader_id,uuid,YES,null
public,call_recordings,initiated_by,uuid,NO,null
public,call_recordings,recording_name,character varying,YES,null
public,call_recordings,recording_type,character varying,NO,'audio_only'::character varying
public,call_recordings,recording_reason,character varying,YES,'client_request'::character varying
public,call_recordings,recording_status,character varying,NO,'recording'::character varying
public,call_recordings,recording_started_at,timestamp with time zone,NO,now()
public,call_recordings,recording_ended_at,timestamp with time zone,YES,null
public,call_recordings,recording_paused_at,timestamp with time zone,YES,null
public,call_recordings,recording_resumed_at,timestamp with time zone,YES,null
public,call_recordings,total_recording_duration_seconds,integer,YES,null
public,call_recordings,file_name,character varying,YES,null
public,call_recordings,file_path,character varying,YES,null
public,call_recordings,file_size_bytes,bigint,YES,null
public,call_recordings,file_format,character varying,YES,'webm'::character varying
public,call_recordings,video_resolution,character varying,YES,null
public,call_recordings,audio_quality,character varying,YES,'standard'::character varying
public,call_recordings,storage_provider,character varying,YES,'supabase_storage'::character varying
public,call_recordings,storage_bucket,character varying,YES,null
public,call_recordings,storage_key,character varying,YES,null
public,call_recordings,encryption_enabled,boolean,YES,true
public,call_recordings,encryption_key_reference,character varying,YES,null
public,call_recordings,is_public,boolean,YES,false
public,call_recordings,access_restricted,boolean,YES,true
public,call_recordings,retention_period_days,integer,YES,365
public,call_recordings,auto_delete_at,timestamp with time zone,YES,null
public,call_recordings,recording_quality_score,integer,YES,null
public,call_recordings,has_audio,boolean,YES,true
public,call_recordings,has_video,boolean,YES,false
public,call_recordings,audio_codec,character varying,YES,null
public,call_recordings,video_codec,character varying,YES,null
public,call_recordings,processing_status,character varying,YES,'pending'::character varying
public,call_recordings,processed_at,timestamp with time zone,YES,null
public,call_recordings,processing_error,text,YES,null
public,call_recordings,recording_metadata,jsonb,YES,'{}'::jsonb
public,call_recordings,technical_metadata,jsonb,YES,'{}'::jsonb
public,call_recordings,created_at,timestamp with time zone,YES,now()
public,call_recordings,updated_at,timestamp with time zone,YES,now()
public,call_session_features,id,uuid,NO,uuid_generate_v4()
public,call_session_features,call_session_id,uuid,NO,null
public,call_session_features,client_camera_enabled,boolean,YES,false
public,call_session_features,reader_camera_enabled,boolean,YES,false
public,call_session_features,client_can_control_camera,boolean,YES,true
public,call_session_features,reader_can_control_camera,boolean,YES,false
public,call_session_features,recording_enabled,boolean,YES,false
public,call_session_features,client_can_start_recording,boolean,YES,true
public,call_session_features,client_can_stop_recording,boolean,YES,true
public,call_session_features,auto_recording_enabled,boolean,YES,false
public,call_session_features,is_emergency_call,boolean,YES,false
public,call_session_features,emergency_escalation_timeout_seconds,integer,YES,300
public,call_session_features,emergency_siren_enabled,boolean,YES,true
public,call_session_features,screen_sharing_enabled,boolean,YES,false
public,call_session_features,chat_enabled,boolean,YES,true
public,call_session_features,file_sharing_enabled,boolean,YES,false
public,call_session_features,created_at,timestamp with time zone,YES,now()
public,call_session_features,updated_at,timestamp with time zone,YES,now()
public,call_session_features,emergency_call_id,uuid,YES,null
public,call_sessions,id,uuid,NO,gen_random_uuid()
public,call_sessions,session_id,character varying,NO,null
public,call_sessions,channel_id,character varying,YES,null
public,call_sessions,client_id,uuid,YES,null
public,call_sessions,reader_id,uuid,YES,null
public,call_sessions,service_type,character varying,YES,'tarot_reading'::character varying
public,call_sessions,session_type,character varying,YES,'video'::character varying
public,call_sessions,status,character varying,YES,'pending'::character varying
public,call_sessions,scheduled_at,timestamp with time zone,YES,null
public,call_sessions,started_at,timestamp with time zone,YES,null
public,call_sessions,ended_at,timestamp with time zone,YES,null
public,call_sessions,duration_seconds,integer,YES,0
public,call_sessions,connection_quality,character varying,YES,'unknown'::character varying
public,call_sessions,platform,character varying,YES,'web'::character varying
public,call_sessions,ip_address,inet,YES,null
public,call_sessions,user_agent,text,YES,null
public,call_sessions,notes,text,YES,null
public,call_sessions,rating,integer,YES,null
public,call_sessions,feedback,text,YES,null
public,call_sessions,cost,numeric,YES,0.00
public,call_sessions,currency,character varying,YES,'USD'::character varying
public,call_sessions,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,call_sessions,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,call_signaling,id,uuid,NO,uuid_generate_v4()
public,call_signaling,call_session_id,uuid,NO,null
public,call_signaling,sender_id,uuid,NO,null
public,call_signaling,signal_type,character varying,NO,null
public,call_signaling,signal_data,jsonb,NO,null
public,call_signaling,created_at,timestamp with time zone,YES,now()
public,card_interpretations,id,uuid,NO,gen_random_uuid()
public,card_interpretations,card_id,uuid,YES,null
public,card_interpretations,reading_id,uuid,YES,null
public,card_interpretations,position_name,character varying,YES,null
public,card_interpretations,position_number,integer,YES,null
public,card_interpretations,is_reversed,boolean,YES,false
public,card_interpretations,interpretation_text,text,NO,null
public,card_interpretations,keywords,ARRAY,YES,null
public,card_interpretations,advice,text,YES,null
public,card_interpretations,ai_generated,boolean,YES,false
public,card_interpretations,ai_model,character varying,YES,null
public,card_interpretations,confidence_score,numeric,YES,null
public,card_interpretations,reader_notes,text,YES,null
public,card_interpretations,custom_meaning,text,YES,null
public,card_interpretations,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,card_interpretations,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,chat_archives,id,uuid,NO,gen_random_uuid()
public,chat_archives,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,chat_archives,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,chat_audit_logs,id,uuid,NO,gen_random_uuid()
public,chat_audit_logs,user_id,uuid,YES,null
public,chat_audit_logs,action,text,NO,null
public,chat_audit_logs,table_name,text,NO,null
public,chat_audit_logs,record_id,uuid,YES,null
public,chat_audit_logs,session_id,uuid,YES,null
public,chat_audit_logs,old_values,jsonb,YES,null
public,chat_audit_logs,new_values,jsonb,YES,null
public,chat_audit_logs,ip_address,inet,YES,null
public,chat_audit_logs,user_agent,text,YES,null
public,chat_audit_logs,timestamp,timestamp with time zone,YES,now()
public,chat_audit_logs,metadata,jsonb,YES,'{}'::jsonb
public,chat_messages,id,uuid,NO,gen_random_uuid()
public,chat_messages,session_id,uuid,NO,null
public,chat_messages,sender_id,uuid,NO,null
public,chat_messages,type,character varying,YES,'text'::character varying
public,chat_messages,content,text,YES,null
public,chat_messages,file_url,text,YES,null
public,chat_messages,file_name,character varying,YES,null
public,chat_messages,file_size,bigint,YES,null
public,chat_messages,file_type,character varying,YES,null
public,chat_messages,duration_seconds,integer,YES,null
public,chat_messages,waveform_data,jsonb,YES,null
public,chat_messages,reply_to_message_id,uuid,YES,null
public,chat_messages,status,character varying,YES,'sent'::character varying
public,chat_messages,approved_by,uuid,YES,null
public,chat_messages,approved_at,timestamp with time zone,YES,null
public,chat_messages,delivered_to,ARRAY,YES,'{}'::uuid[]
public,chat_messages,read_by,ARRAY,YES,'{}'::uuid[]
public,chat_messages,is_edited,boolean,YES,false
public,chat_messages,edited_at,timestamp with time zone,YES,null
public,chat_messages,is_deleted,boolean,YES,false
public,chat_messages,deleted_at,timestamp with time zone,YES,null
public,chat_messages,metadata,jsonb,YES,'{}'::jsonb
public,chat_messages,created_at,timestamp with time zone,YES,now()
public,chat_messages,updated_at,timestamp with time zone,YES,now()
public,chat_monitoring,id,uuid,NO,gen_random_uuid()
public,chat_monitoring,user_id,uuid,YES,null
public,chat_monitoring,session_id,uuid,YES,null
public,chat_monitoring,event_type,text,NO,null
public,chat_monitoring,timestamp,timestamp with time zone,YES,now()
public,chat_monitoring,metadata,jsonb,YES,'{}'::jsonb
public,chat_monitoring,ip_address,inet,YES,null
public,chat_monitoring,user_agent,text,YES,null
public,chat_monitoring,created_at,timestamp with time zone,YES,now()
public,chat_notifications,id,uuid,NO,gen_random_uuid()
public,chat_notifications,booking_id,uuid,NO,null
public,chat_notifications,user_id,uuid,NO,null
public,chat_notifications,type,text,NO,null
public,chat_notifications,message_id,uuid,YES,null
public,chat_notifications,data,jsonb,YES,null
public,chat_notifications,is_read,boolean,YES,false
public,chat_notifications,created_at,timestamp with time zone,YES,now()
public,chat_participants,id,uuid,NO,gen_random_uuid()
public,chat_participants,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,chat_participants,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,chat_sessions,id,uuid,NO,gen_random_uuid()
public,chat_sessions,participants,ARRAY,NO,'{}'::uuid[]
public,chat_sessions,type,character varying,YES,'booking'::character varying
public,chat_sessions,booking_id,uuid,YES,null
public,chat_sessions,emergency_call_id,uuid,YES,null
public,chat_sessions,status,character varying,YES,'active'::character varying
public,chat_sessions,started_at,timestamp with time zone,YES,now()
public,chat_sessions,ended_at,timestamp with time zone,YES,null
public,chat_sessions,last_message_at,timestamp with time zone,YES,null
public,chat_sessions,metadata,jsonb,YES,'{}'::jsonb
public,chat_sessions,created_at,timestamp with time zone,YES,now()
public,chat_sessions,updated_at,timestamp with time zone,YES,now()
public,client_ai_reading_results,id,uuid,YES,null
public,client_ai_reading_results,user_id,uuid,YES,null
public,client_ai_reading_results,reading_type,character varying,YES,null
public,client_ai_reading_results,cards_drawn,jsonb,YES,null
public,client_ai_reading_results,user_feedback,text,YES,null
public,client_ai_reading_results,is_saved,boolean,YES,null
public,client_ai_reading_results,metadata,jsonb,YES,null
public,client_ai_reading_results,created_at,timestamp with time zone,YES,null
public,client_ai_reading_results,interpretation,jsonb,YES,null
public,client_ai_reading_results,model_version,character varying,YES,null
public,client_ai_reading_results,confidence_score,numeric,YES,null
public,client_ai_reading_results,view_type,text,YES,null
public,client_spread_selections,id,uuid,NO,gen_random_uuid()
public,client_spread_selections,booking_id,uuid,YES,null
public,client_spread_selections,client_id,uuid,NO,null
public,client_spread_selections,spread_id,uuid,NO,null
public,client_spread_selections,selected_at,timestamp with time zone,YES,now()
public,client_spread_selections,cards_drawn,jsonb,YES,null
public,client_spread_selections,is_completed,boolean,YES,false
public,client_spread_selections,session_data,jsonb,YES,null
public,client_spread_selections,created_at,timestamp with time zone,YES,now()
public,client_spread_selections,updated_at,timestamp with time zone,YES,now()
public,client_tarot_sessions,id,uuid,NO,gen_random_uuid()
public,client_tarot_sessions,client_id,uuid,NO,null
public,client_tarot_sessions,reading_session_id,uuid,NO,null
public,client_tarot_sessions,session_rating,integer,YES,null
public,client_tarot_sessions,session_review,text,YES,null
public,client_tarot_sessions,favorite_cards,jsonb,YES,'[]'::jsonb
public,client_tarot_sessions,session_insights,text,YES,null
public,client_tarot_sessions,follow_up_notes,text,YES,null
public,client_tarot_sessions,next_reading_suggestions,text,YES,null
public,client_tarot_sessions,is_session_saved,boolean,YES,false
public,client_tarot_sessions,session_tags,ARRAY,YES,null
public,client_tarot_sessions,personal_interpretation,text,YES,null
public,client_tarot_sessions,created_at,timestamp with time zone,YES,CURRENT_TIMESTAMP
public,client_tarot_sessions,updated_at,timestamp with time zone,YES,CURRENT_TIMESTAMP
public,commission_settings,id,uuid,NO,gen_random_uuid()
public,commission_settings,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,commission_settings,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,configuration_access_log,id,uuid,NO,gen_random_uuid()
public,configuration_access_log,config_id,uuid,NO,null
public,configuration_access_log,config_key,character varying,NO,null
public,configuration_access_log,accessed_by,uuid,YES,null
public,configuration_access_log,access_type,character varying,NO,null
public,configuration_access_log,ip_address,inet,YES,null
public,configuration_access_log,user_agent,text,YES,null
public,configuration_access_log,success,boolean,YES,true
public,configuration_access_log,failure_reason,text,YES,null
public,configuration_access_log,created_at,timestamp with time zone,YES,now()
public,configuration_access_log,is_system_access,boolean,YES,false
public,configuration_categories,id,uuid,NO,gen_random_uuid()
public,configuration_categories,category_key,character varying,NO,null
public,configuration_categories,category_name,character varying,NO,null
public,configuration_categories,description,text,YES,null
public,configuration_categories,icon,character varying,YES,null
public,configuration_categories,sort_order,integer,YES,0
public,configuration_categories,is_active,boolean,YES,true
public,configuration_categories,created_at,timestamp with time zone,YES,now()
public,configuration_change_log,id,uuid,NO,gen_random_uuid()
public,configuration_change_log,config_id,uuid,NO,null
public,configuration_change_log,config_key,character varying,NO,null
public,configuration_change_log,change_type,character varying,NO,null
public,configuration_change_log,old_value_hash,text,YES,null
public,configuration_change_log,new_value_hash,text,YES,null
public,configuration_change_log,changed_by,uuid,NO,null
public,configuration_change_log,change_reason,text,YES,null
public,configuration_change_log,ip_address,inet,YES,null
public,configuration_change_log,user_agent,text,YES,null
public,configuration_change_log,requires_approval,boolean,YES,false
public,configuration_change_log,approved_by,uuid,YES,null
public,configuration_change_log,approved_at,timestamp with time zone,YES,null
public,configuration_change_log,metadata,jsonb,YES,'{}'::jsonb
public,configuration_change_log,created_at,timestamp with time zone,YES,now()
public,content_approval_queue,id,uuid,NO,gen_random_uuid()
public,content_approval_queue,content_id,uuid,NO,null
public,content_approval_queue,content_type,character varying,NO,null
public,content_approval_queue,priority,character varying,YES,'medium'::character varying
public,content_approval_queue,flagged_reason,text,YES,null
public,content_approval_queue,requires_approval_reason,text,YES,null
public,content_approval_queue,assigned_to,uuid,YES,null
public,content_approval_queue,status,character varying,YES,'pending'::character varying
public,content_approval_queue,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,content_approval_queue,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,content_moderation,id,uuid,NO,gen_random_uuid()
public,content_moderation,content_type,character varying,NO,null
public,content_moderation,content_id,uuid,NO,null
public,content_moderation,user_id,uuid,YES,null
public,content_moderation,content_text,text,YES,null
public,content_moderation,content_metadata,jsonb,YES,null
public,content_moderation,flagged_reason,ARRAY,YES,null
public,content_moderation,severity_level,character varying,YES,'low'::character varying
public,content_moderation,ai_confidence,numeric,YES,null
public,content_moderation,ai_flags,jsonb,YES,'{}'::jsonb
public,content_moderation,human_reviewed,boolean,YES,false
public,content_moderation,reviewed_by,uuid,YES,null
public,content_moderation,review_action,character varying,YES,null
public,content_moderation,reviewer_notes,text,YES,null
public,content_moderation,status,character varying,YES,'pending'::character varying
public,content_moderation,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,content_moderation,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,content_moderation_actions,id,uuid,NO,gen_random_uuid()
public,content_moderation_actions,monitor_id,uuid,YES,null
public,content_moderation_actions,content_id,uuid,NO,null
public,content_moderation_actions,content_type,character varying,NO,null
public,content_moderation_actions,action,character varying,NO,null
public,content_moderation_actions,feedback,text,YES,null
public,content_moderation_actions,tags,ARRAY,YES,null
public,content_moderation_actions,metadata,jsonb,YES,'{}'::jsonb
public,content_moderation_actions,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,course_content,id,uuid,NO,uuid_generate_v4()
public,course_content,learning_path_id,uuid,NO,null
public,course_content,content_title,character varying,NO,null
public,course_content,content_type,character varying,NO,null
public,course_content,content_order,integer,NO,null
public,course_content,content_data,jsonb,NO,null
public,course_content,duration_minutes,integer,YES,null
public,course_content,is_required,boolean,YES,true
public,course_content,passing_score,integer,YES,null
public,course_content,created_at,timestamp with time zone,YES,now()
public,course_content,updated_at,timestamp with time zone,YES,now()
public,course_enrollments,id,uuid,NO,uuid_generate_v4()
public,course_enrollments,user_id,uuid,NO,null
public,course_enrollments,learning_path_id,uuid,NO,null
public,course_enrollments,enrollment_date,timestamp with time zone,YES,now()
public,course_enrollments,completion_date,timestamp with time zone,YES,null
public,course_enrollments,current_content_id,uuid,YES,null
public,course_enrollments,progress_percentage,integer,YES,0
public,course_enrollments,status,character varying,YES,'active'::character varying
public,course_enrollments,total_time_spent,integer,YES,0
public,course_enrollments,created_at,timestamp with time zone,YES,now()
public,course_enrollments,updated_at,timestamp with time zone,YES,now()
public,daily_analytics,id,uuid,NO,gen_random_uuid()
public,daily_analytics,date,date,NO,null
public,daily_analytics,total_users,integer,YES,0
public,daily_analytics,active_users,integer,YES,0
public,daily_analytics,new_registrations,integer,YES,0
public,daily_analytics,total_bookings,integer,YES,0
public,daily_analytics,completed_bookings,integer,YES,0
public,daily_analytics,cancelled_bookings,integer,YES,0
public,daily_analytics,total_revenue,numeric,YES,0
public,daily_analytics,revenue_by_service,jsonb,YES,'{}'::jsonb
public,daily_analytics,revenue_by_payment_method,jsonb,YES,'{}'::jsonb
public,daily_analytics,active_readers,integer,YES,0
public,daily_analytics,total_reading_hours,numeric,YES,0
public,daily_analytics,average_session_duration,numeric,YES,0
public,daily_analytics,total_messages,integer,YES,0
public,daily_analytics,active_chat_sessions,integer,YES,0
public,daily_analytics,avg_response_time,numeric,YES,0
public,daily_analytics,error_rate,numeric,YES,0
public,daily_analytics,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,daily_zodiac,id,uuid,NO,uuid_generate_v4()
public,daily_zodiac,zodiac_sign,character varying,NO,null
public,daily_zodiac,date,date,NO,null
public,daily_zodiac,text_ar,text,NO,null
public,daily_zodiac,text_en,text,NO,null
public,daily_zodiac,audio_ar_url,text,YES,null
public,daily_zodiac,audio_en_url,text,YES,null
public,daily_zodiac,voice_provider,character varying,YES,'openai'::character varying
public,daily_zodiac,created_by,uuid,YES,null
public,daily_zodiac,created_at,timestamp with time zone,YES,now()
public,daily_zodiac,updated_at,timestamp with time zone,YES,now()
public,deck_types,id,uuid,NO,gen_random_uuid()
public,deck_types,name_en,character varying,NO,null
public,deck_types,name_ar,character varying,NO,null
public,deck_types,created_by,uuid,YES,null
public,deck_types,created_at,timestamp with time zone,YES,now()
public,deck_types,updated_at,timestamp with time zone,YES,now()
public,deck_types,is_active,boolean,YES,true
public,device_registrations,id,uuid,NO,gen_random_uuid()
public,device_registrations,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,device_registrations,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,documentation_entries,id,uuid,NO,gen_random_uuid()
public,documentation_entries,page_path,character varying,NO,null
public,documentation_entries,section_key,character varying,NO,null
public,documentation_entries,title,character varying,NO,null
public,documentation_entries,content,text,NO,null
public,documentation_entries,content_type,character varying,YES,'markdown'::character varying
public,documentation_entries,language,character varying,YES,'en'::character varying
public,documentation_entries,version,integer,YES,1
public,documentation_entries,is_active,boolean,YES,true
public,documentation_entries,tenant_id,uuid,YES,null
public,documentation_entries,created_at,timestamp without time zone,YES,now()
public,documentation_entries,updated_at,timestamp without time zone,YES,now()
public,documentation_entries,page_key,character varying,YES,null
public,documentation_entries,category,character varying,YES,null
public,documentation_entries,content_ar,text,YES,'المحتوى غير متوفر'::text
public,documentation_entries,tags,ARRAY,YES,'{}'::character varying[]
public,documentation_entries,is_published,boolean,YES,true
public,email_templates,id,uuid,NO,gen_random_uuid()
public,email_templates,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,email_templates,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,emergency_alerts,id,uuid,NO,gen_random_uuid()
public,emergency_alerts,emergency_id,uuid,YES,null
public,emergency_alerts,triggered_by,uuid,YES,null
public,emergency_alerts,alert_type,character varying,NO,null
public,emergency_alerts,severity,character varying,YES,'medium'::character varying
public,emergency_alerts,message,text,NO,null
public,emergency_alerts,channels,ARRAY,YES,null
public,emergency_alerts,recipients,ARRAY,YES,null
public,emergency_alerts,acknowledged_by,uuid,YES,null
public,emergency_alerts,acknowledged_at,timestamp with time zone,YES,null
public,emergency_alerts,expires_at,timestamp with time zone,YES,null
public,emergency_alerts,metadata,jsonb,YES,'{}'::jsonb
public,emergency_alerts,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
public,emergency_alerts,user_id,uuid,NO,gen_random_uuid()
public,emergency_call_ai_monitoring,id,uuid,NO,gen_random_uuid()
public,emergency_call_ai_monitoring,emergency_call_id,uuid,NO,null
public,emergency_call_ai_monitoring,monitoring_type,text,NO,null
public,emergency_call_ai_monitoring,ai_analysis_result,jsonb,NO,'{}'::jsonb
public,emergency_call_ai_monitoring,confidence_score,numeric,YES,null
public,emergency_call_ai_monitoring,risk_level,text,YES,'low'::text
public,emergency_call_ai_monitoring,flags_detected,ARRAY,YES,'{}'::text[]
public,emergency_call_ai_monitoring,auto_flagged,boolean,YES,false
public,emergency_call_ai_monitoring,flag_reason,text,YES,null
public,emergency_call_ai_monitoring,alert_triggered,boolean,YES,false
